temperatura;int_arraial;dir_arraial;u_arraial;v_arraial;EkT_arraial;EkB_arraial;int_copa;dir_copa;u_copa;v_copa;EkT_copa;EkB_copa;elevacao
22.13;5.43;217.74;-4.29;-3.32;-0.14;0.62;1.53;212.14;-1.3;-0.82;-0.04;1.57;-0.14
22.13;5.37;217.93;-4.23;-3.3;-0.14;0.55;1.47;214.13;-1.22;-0.83;-0.04;1.54;-0.15
22.13;5.3;218.09;-4.17;-3.27;-0.13;0.49;1.41;216.24;-1.13;-0.83;-0.04;1.51;-0.15
22.12;5.23;218.22;-4.11;-3.24;-0.13;0.42;1.34;218.49;-1.05;-0.84;-0.04;1.47;-0.15
22.12;5.15;218.31;-4.04;-3.19;-0.13;0.35;1.28;220.88;-0.97;-0.84;-0.03;1.44;-0.16
22.12;5.07;218.36;-3.98;-3.15;-0.13;0.28;1.21;223.46;-0.88;-0.83;-0.03;1.4;-0.16
22.12;4.98;218.38;-3.91;-3.09;-0.13;0.22;1.15;226.24;-0.79;-0.83;-0.03;1.36;-0.16
22.12;4.89;218.36;-3.83;-3.04;-0.12;0.15;1.08;229.27;-0.71;-0.82;-0.03;1.32;-0.16
22.12;4.79;218.3;-3.76;-2.97;-0.12;0.08;1.02;232.58;-0.62;-0.81;-0.03;1.27;-0.16
22.12;4.69;218.19;-3.69;-2.9;-0.12;0.02;0.96;236.24;-0.53;-0.8;-0.03;1.22;-0.16
22.11;4.58;218.04;-3.61;-2.82;-0.12;-0.05;0.9;240.32;-0.44;-0.78;-0.02;1.17;-0.15
22.11;4.47;217.83;-3.53;-2.74;-0.11;-0.12;0.84;244.88;-0.36;-0.76;-0.02;1.11;-0.15
22.11;4.35;217.57;-3.45;-2.65;-0.11;-0.19;0.78;250.02;-0.27;-0.73;-0.02;1.05;-0.15
22.11;4.23;217.25;-3.37;-2.56;-0.11;-0.26;0.73;255.86;-0.18;-0.71;-0.02;0.98;-0.15
22.11;4.11;216.86;-3.28;-2.46;-0.1;-0.33;0.68;262.47;-0.09;-0.67;-0.02;0.91;-0.14
22.1;3.98;216.4;-3.2;-2.36;-0.11;-0.41;0.64;269.96;0;-0.64;-0.02;0.84;-0.14
22.1;3.84;215.85;-3.12;-2.25;-0.11;-0.48;0.61;278.33;0.09;-0.6;-0.02;0.76;-0.14
22.1;3.71;215.2;-3.03;-2.14;-0.1;-0.56;0.58;287.51;0.18;-0.56;-0.02;0.67;-0.13
22.09;3.57;214.44;-2.94;-2.02;-0.1;-0.63;0.57;297.28;0.26;-0.51;-0.02;0.58;-0.13
22.09;3.43;213.56;-2.86;-1.9;-0.09;-0.71;0.57;307.28;0.35;-0.46;-0.02;0.49;-0.12
22.09;3.29;212.54;-2.77;-1.77;-0.09;-0.79;0.59;317.11;0.43;-0.4;-0.02;0.39;-0.11
22.09;3.15;211.36;-2.69;-1.64;-0.09;-0.87;0.62;326.41;0.51;-0.34;-0.02;0.28;-0.11
22.08;3;209.99;-2.6;-1.5;-0.08;-0.95;0.65;334.95;0.59;-0.28;-0.02;0.17;-0.1
22.08;2.86;208.41;-2.52;-1.36;-0.08;-1.04;0.7;342.63;0.67;-0.21;-0.02;0.06;-0.09
22.08;2.72;206.59;-2.43;-1.22;-0.07;-1.12;0.76;349.47;0.74;-0.14;-0.02;-0.06;-0.09
22.07;2.58;204.49;-2.35;-1.07;-0.07;-1.2;0.82;355.54;0.82;-0.06;-0.02;-0.18;-0.08
22.07;2.45;202.09;-2.27;-0.92;-0.07;-1.28;0.88;0.94742;0.88;0.01;-0.02;-0.3;-0.07
22.07;2.33;199.33;-2.19;-0.77;-0.06;-1.36;0.95;57.895;0.95;0.1;-0.03;-0.43;-0.06
22.06;2.21;196.19;-2.12;-0.62;-0.06;-1.44;1.02;10.164;1.01;0.18;-0.03;-0.56;-0.05
22.06;2.1;192.64;-2.05;-0.46;-0.06;-1.52;1.1;14.153;1.06;0.27;-0.03;-0.69;-0.04
22.06;2;188.66;-1.98;-0.3;-0.05;-1.6;1.17;17.827;1.11;0.36;-0.03;-0.82;-0.04
22.05;1.92;184.25;-1.91;-0.14;-0.05;-1.67;1.24;21.241;1.16;0.45;-0.03;-0.95;-0.03
22.05;1.85;179.46;-1.85;0.02;-0.05;-1.75;1.31;24.445;1.2;0.54;-0.04;-1.08;-0.02
22.05;1.8;174.35;-1.79;0.18;-0.05;-1.81;1.38;27.475;1.23;0.64;-0.04;-1.21;-0.01
22.05;1.77;169.02;-1.74;0.34;-0.05;-1.88;1.45;30.366;1.25;0.73;-0.04;-1.33;0
22.04;1.76;163.63;-1.69;0.5;-0.05;-1.94;1.52;33.142;1.27;0.83;-0.04;-1.45;0.01
22.04;1.77;158.3;-1.64;0.65;-0.05;-1.99;1.59;35.828;1.29;0.93;-0.04;-1.57;0.02
22.04;1.79;153.2;-1.6;0.81;-0.05;-2.04;1.65;38.441;1.29;1.03;-0.05;-1.68;0.03
22.03;1.84;148.42;-1.57;0.96;-0.05;-2.08;1.71;40.998;1.29;1.12;-0.05;-1.79;0.04
22.03;1.9;144.06;-1.54;1.11;-0.05;-2.12;1.77;43.513;1.28;1.22;-0.05;-1.89;0.04
22.03;1.97;140.15;-1.51;1.26;-0.05;-2.14;1.82;45.997;1.26;1.31;-0.05;-1.98;0.05
22.03;2.05;136.71;-1.49;1.4;-0.06;-2.16;1.87;48.461;1.24;1.4;-0.05;-2.06;0.06
22.02;2.14;133.72;-1.48;1.54;-0.06;-2.18;1.92;50.915;1.21;1.49;-0.05;-2.14;0.07
22.02;2.23;131.16;-1.47;1.68;-0.06;-2.18;1.96;53.365;1.17;1.58;-0.05;-2.2;0.08
22.02;2.33;128.98;-1.46;1.81;-0.06;-2.17;2;55.821;1.13;1.66;-0.05;-2.26;0.09
22.02;2.43;127.16;-1.47;1.93;-0.07;-2.16;2.04;58.287;1.07;1.74;-0.06;-2.3;0.09
22.02;2.53;125.65;-1.47;2.05;-0.07;-2.13;2.07;60.772;1.01;1.81;-0.06;-2.34;0.1
22.01;2.63;124.42;-1.48;2.17;-0.07;-2.09;2.1;63.279;0.95;1.88;-0.06;-2.36;0.11
22.01;2.72;123.44;-1.5;2.27;-0.07;-2.05;2.13;65.815;0.87;1.94;-0.06;-2.37;0.11
22.01;2.82;122.68;-1.52;2.37;-0.08;-1.99;2.15;68.383;0.79;2;-0.06;-2.37;0.12
22.01;2.91;122.11;-1.54;2.46;-0.08;-1.93;2.17;70.989;0.71;2.05;-0.06;-2.36;0.13
22.01;2.99;121.72;-1.57;2.54;-0.08;-1.85;2.19;73.636;0.62;2.1;-0.06;-2.34;0.13
22.01;3.07;121.48;-1.6;2.62;-0.08;-1.77;2.2;76.328;0.52;2.14;-0.06;-2.31;0.14
22;3.15;121.38;-1.64;2.69;-0.09;-1.68;2.21;79.067;0.42;2.17;-0.06;-2.26;0.14
22;3.22;121.4;-1.68;2.75;-0.09;-1.57;2.22;81.857;0.31;2.2;-0.06;-2.21;0.14
22;3.28;121.54;-1.72;2.8;-0.09;-1.47;2.23;84.697;0.21;2.22;-0.06;-2.15;0.15
22;3.34;121.78;-1.76;2.84;-0.09;-1.35;2.23;87.589;0.09;2.23;-0.06;-2.08;0.15
22;3.39;122.11;-1.8;2.88;-0.09;-1.23;2.24;90.533;-0.02;2.24;-0.06;-2.01;0.15
22;3.44;122.52;-1.85;2.9;-0.09;-1.1;2.24;93.526;-0.14;2.24;-0.06;-1.92;0.16
22;3.48;123.01;-1.9;2.92;-0.1;-0.97;2.24;96.566;-0.26;2.23;-0.06;-1.83;0.16
21.99;3.51;123.58;-1.94;2.93;-0.1;-0.83;2.25;99.648;-0.38;2.22;-0.06;-1.74;0.16
21.99;3.54;124.21;-1.99;2.93;-0.1;-0.69;2.25;102.77;-0.5;2.2;-0.06;-1.64;0.16
21.99;3.56;124.91;-2.04;2.92;-0.1;-0.55;2.26;105.91;-0.62;2.17;-0.06;-1.53;0.16
21.99;3.58;125.67;-2.09;2.91;-0.1;-0.41;2.26;109.08;-0.74;2.14;-0.06;-1.43;0.16
21.99;3.59;126.49;-2.13;2.88;-0.1;-0.26;2.27;112.26;-0.86;2.1;-0.06;-1.32;0.16
21.99;3.59;127.36;-2.18;2.85;-0.1;-0.12;2.28;115.44;-0.98;2.06;-0.06;-1.21;0.16
21.99;3.59;128.28;-2.22;2.82;-0.1;0.03;2.29;118.6;-1.1;2.01;-0.06;-1.09;0.16
21.99;3.58;129.25;-2.26;2.77;-0.1;0.17;2.3;121.74;-1.21;1.96;-0.06;-0.98;0.15
21.99;3.57;130.28;-2.31;2.72;-0.1;0.31;2.32;124.85;-1.32;1.9;-0.06;-0.87;0.15
21.98;3.55;131.35;-2.34;2.66;-0.1;0.44;2.34;127.9;-1.43;1.84;-0.06;-0.76;0.15
21.98;3.53;132.47;-2.38;2.6;-0.1;0.57;2.35;130.89;-1.54;1.78;-0.06;-0.65;0.14
21.98;3.5;133.63;-2.42;2.53;-0.1;0.7;2.38;133.81;-1.64;1.71;-0.06;-0.55;0.14
21.98;3.47;134.85;-2.45;2.46;-0.09;0.82;2.4;136.65;-1.74;1.65;-0.07;-0.44;0.13
21.98;3.44;136.1;-2.48;2.38;-0.09;0.93;2.42;139.39;-1.84;1.58;-0.07;-0.34;0.13
21.98;3.4;137.4;-2.5;2.3;-0.09;1.04;2.45;142.04;-1.93;1.51;-0.07;-0.25;0.12
21.98;3.36;138.75;-2.53;2.22;-0.09;1.14;2.48;144.59;-2.02;1.43;-0.07;-0.16;0.12
21.97;3.32;140.14;-2.55;2.13;-0.09;1.23;2.5;147.02;-2.1;1.36;-0.07;-0.07;0.11
21.97;3.28;141.57;-2.57;2.04;-0.09;1.32;2.53;149.35;-2.18;1.29;-0.07;0.01;0.1
21.97;3.24;143.05;-2.59;1.95;-0.09;1.39;2.56;151.57;-2.25;1.22;-0.07;0.09;0.1
21.97;3.19;144.56;-2.6;1.85;-0.09;1.46;2.58;153.67;-2.31;1.15;-0.07;0.16;0.09
21.97;3.15;146.12;-2.61;1.75;-0.09;1.52;2.61;155.66;-2.38;1.07;-0.07;0.22;0.08
21.97;3.1;147.71;-2.62;1.66;-0.08;1.57;2.63;157.53;-2.43;1.01;-0.07;0.28;0.07
21.96;3.06;149.35;-2.63;1.56;-0.08;1.61;2.65;159.3;-2.48;0.94;-0.07;0.33;0.07
21.96;3.01;151.01;-2.63;1.46;-0.08;1.63;2.68;160.96;-2.53;0.87;-0.07;0.38;0.06
21.96;2.97;152.71;-2.64;1.36;-0.08;1.65;2.69;162.51;-2.57;0.81;-0.07;0.42;0.05
21.96;2.93;154.43;-2.64;1.26;-0.08;1.66;2.71;163.96;-2.61;0.75;-0.07;0.45;0.04
21.96;2.89;156.17;-2.64;1.17;-0.08;1.66;2.73;165.31;-2.64;0.69;-0.07;0.48;0.03
21.96;2.85;157.93;-2.64;1.07;-0.08;1.66;2.74;166.55;-2.66;0.64;-0.07;0.5;0.02
21.95;2.81;159.7;-2.64;0.98;-0.08;1.64;2.75;167.71;-2.69;0.59;-0.08;0.52;0.01
21.95;2.78;161.48;-2.64;0.88;-0.08;1.61;2.76;168.77;-2.7;0.54;-0.08;0.53;0
21.95;2.75;163.25;-2.63;0.79;-0.08;1.58;2.76;169.74;-2.72;0.49;-0.08;0.54;-0.01
21.95;2.72;165.01;-2.63;0.7;-0.07;1.54;2.77;170.62;-2.73;0.45;-0.08;0.54;-0.02
21.95;2.7;166.75;-2.63;0.62;-0.07;1.49;2.77;171.42;-2.74;0.41;-0.08;0.54;-0.03
21.94;2.68;168.47;-2.62;0.53;-0.07;1.43;2.76;172.13;-2.74;0.38;-0.08;0.53;-0.04
21.94;2.66;170.15;-2.62;0.45;-0.07;1.37;2.76;172.77;-2.74;0.35;-0.08;0.52;-0.05
21.94;2.64;171.79;-2.62;0.38;-0.07;1.31;2.75;173.32;-2.74;0.32;-0.08;0.5;-0.06
21.94;2.63;173.38;-2.61;0.3;-0.07;1.24;2.75;173.81;-2.73;0.3;-0.08;0.49;-0.08
21.94;2.62;174.91;-2.61;0.23;-0.07;1.16;2.74;174.22;-2.72;0.28;-0.07;0.47;-0.09
21.94;2.62;176.37;-2.61;0.17;-0.07;1.09;2.73;174.56;-2.71;0.26;-0.07;0.44;-0.1
21.93;2.62;177.77;-2.61;0.1;-0.07;1.01;2.71;174.84;-2.7;0.24;-0.07;0.42;-0.11
21.93;2.62;179.09;-2.62;0.04;-0.07;0.93;2.7;175.05;-2.69;0.23;-0.07;0.39;-0.12
21.93;2.62;180.34;-2.62;-0.02;-0.07;0.85;2.68;175.2;-2.67;0.22;-0.07;0.36;-0.13
21.93;2.62;181.51;-2.62;-0.07;-0.07;0.76;2.67;175.29;-2.66;0.22;-0.07;0.33;-0.14
21.93;2.63;182.59;-2.63;-0.12;-0.07;0.68;2.65;175.32;-2.64;0.22;-0.07;0.3;-0.15
21.93;2.64;183.6;-2.64;-0.17;-0.07;0.6;2.63;175.3;-2.63;0.22;-0.07;0.27;-0.16
21.92;2.65;184.52;-2.64;-0.21;-0.07;0.52;2.62;175.24;-2.61;0.22;-0.07;0.24;-0.17
21.92;2.67;185.37;-2.65;-0.25;-0.07;0.45;2.6;175.12;-2.59;0.22;-0.07;0.21;-0.18
21.92;2.68;186.14;-2.67;-0.29;-0.07;0.37;2.58;174.96;-2.57;0.23;-0.07;0.18;-0.19
21.92;2.7;186.83;-2.68;-0.32;-0.07;0.3;2.56;174.76;-2.55;0.23;-0.07;0.14;-0.2
21.92;2.71;187.46;-2.69;-0.35;-0.07;0.24;2.55;174.52;-2.54;0.24;-0.07;0.11;-0.21
21.92;2.73;188.02;-2.71;-0.38;-0.07;0.17;2.53;174.25;-2.52;0.25;-0.07;0.08;-0.22
21.92;2.75;188.52;-2.72;-0.41;-0.08;0.11;2.52;173.96;-2.5;0.27;-0.07;0.05;-0.23
21.91;2.78;188.96;-2.74;-0.43;-0.08;0.06;2.5;173.63;-2.49;0.28;-0.07;0.02;-0.24
21.91;2.8;189.35;-2.76;-0.45;-0.08;0.01;2.49;173.29;-2.47;0.29;-0.07;-0.01;-0.25
21.91;2.82;189.7;-2.78;-0.48;-0.08;-0.04;2.48;172.93;-2.46;0.31;-0.07;-0.04;-0.26
21.91;2.85;190.01;-2.8;-0.49;-0.08;-0.08;2.47;172.55;-2.45;0.32;-0.07;-0.06;-0.27
21.91;2.87;190.28;-2.83;-0.51;-0.08;-0.12;2.46;172.17;-2.44;0.33;-0.07;-0.09;-0.27
21.91;2.9;190.53;-2.85;-0.53;-0.08;-0.15;2.45;171.78;-2.43;0.35;-0.07;-0.11;-0.28
21.9;2.93;190.75;-2.87;-0.55;-0.08;-0.18;2.44;171.39;-2.42;0.37;-0.07;-0.13;-0.29
21.9;2.95;190.96;-2.9;-0.56;-0.08;-0.2;2.44;171.01;-2.41;0.38;-0.07;-0.15;-0.29
21.9;2.98;191.16;-2.93;-0.58;-0.08;-0.21;2.43;170.62;-2.4;0.4;-0.07;-0.16;-0.3
21.9;3.01;191.35;-2.96;-0.59;-0.08;-0.23;2.43;170.25;-2.4;0.41;-0.07;-0.18;-0.31
21.9;3.05;191.54;-2.99;-0.61;-0.08;-0.23;2.43;169.89;-2.39;0.43;-0.07;-0.19;-0.31
21.89;3.08;191.74;-3.02;-0.63;-0.08;-0.24;2.43;169.55;-2.39;0.44;-0.07;-0.19;-0.32
21.89;3.12;191.95;-3.05;-0.65;-0.09;-0.24;2.43;169.22;-2.39;0.45;-0.07;-0.2;-0.32
21.89;3.15;192.17;-3.08;-0.66;-0.09;-0.23;2.43;168.91;-2.38;0.47;-0.07;-0.2;-0.33
21.89;3.19;192.41;-3.12;-0.69;-0.09;-0.22;2.43;168.63;-2.38;0.48;-0.07;-0.2;-0.33
21.88;3.23;192.67;-3.15;-0.71;-0.09;-0.21;2.43;168.37;-2.38;0.49;-0.07;-0.19;-0.34
21.88;3.27;192.95;-3.19;-0.73;-0.09;-0.19;2.44;168.13;-2.38;0.5;-0.07;-0.19;-0.34
21.88;3.32;193.27;-3.23;-0.76;-0.09;-0.18;2.44;167.92;-2.39;0.51;-0.07;-0.17;-0.34
21.87;3.36;193.61;-3.27;-0.79;-0.09;-0.15;2.44;167.73;-2.39;0.52;-0.07;-0.16;-0.34
21.87;3.41;193.98;-3.31;-0.82;-0.09;-0.13;2.45;167.57;-2.39;0.53;-0.07;-0.14;-0.35
21.86;3.46;194.38;-3.35;-0.86;-0.09;-0.11;2.45;167.44;-2.39;0.53;-0.07;-0.13;-0.35
21.86;3.52;194.82;-3.4;-0.9;-0.1;-0.08;2.45;167.34;-2.39;0.54;-0.07;-0.1;-0.35
21.85;3.57;195.29;-3.45;-0.94;-0.1;-0.06;2.46;167.26;-2.4;0.54;-0.07;-0.08;-0.35
21.85;3.63;195.79;-3.5;-0.99;-0.1;-0.03;2.46;167.21;-2.4;0.54;-0.07;-0.05;-0.35
21.84;3.7;196.32;-3.55;-1.04;-0.1;-0.01;2.46;167.19;-2.4;0.55;-0.07;-0.02;-0.35
21.84;3.77;196.88;-3.6;-1.09;-0.1;0.01;2.46;167.19;-2.4;0.55;-0.07;0.01;-0.35
21.83;3.84;197.46;-3.66;-1.15;-0.1;0.04;2.46;167.22;-2.4;0.54;-0.07;0.05;-0.35
21.82;3.91;198.07;-3.72;-1.21;-0.11;0.06;2.46;167.28;-2.4;0.54;-0.07;0.08;-0.35
21.82;4;198.7;-3.79;-1.28;-0.11;0.08;2.46;167.36;-2.4;0.54;-0.07;0.12;-0.35
21.81;4.08;199.35;-3.85;-1.35;-0.1;0.1;2.46;167.47;-2.4;0.53;-0.07;0.16;-0.35
21.8;4.17;200.01;-3.92;-1.43;-0.11;0.12;2.45;167.61;-2.4;0.53;-0.07;0.2;-0.35
21.8;4.27;200.68;-3.99;-1.51;-0.11;0.13;2.45;167.77;-2.39;0.52;-0.07;0.25;-0.35
21.79;4.37;201.35;-4.07;-1.59;-0.11;0.15;2.44;167.96;-2.39;0.51;-0.07;0.29;-0.34
21.78;4.48;202.03;-4.15;-1.68;-0.11;0.16;2.43;168.18;-2.38;0.5;-0.07;0.34;-0.34
21.77;4.59;202.71;-4.23;-1.77;-0.12;0.17;2.42;168.42;-2.37;0.49;-0.07;0.39;-0.34
21.76;4.7;203.38;-4.32;-1.87;-0.12;0.17;2.41;168.7;-2.36;0.47;-0.07;0.43;-0.34
21.75;4.83;204.04;-4.41;-1.97;-0.12;0.18;2.4;169;-2.35;0.46;-0.07;0.48;-0.33
21.74;4.95;204.69;-4.5;-2.07;-0.12;0.18;2.38;169.33;-2.34;0.44;-0.07;0.53;-0.33
21.73;5.08;205.33;-4.6;-2.17;-0.13;0.18;2.37;169.69;-2.33;0.42;-0.06;0.58;-0.33
21.72;5.22;205.95;-4.69;-2.28;-0.13;0.18;2.35;170.08;-2.31;0.4;-0.06;0.63;-0.32
21.71;5.36;206.55;-4.8;-2.4;-0.14;0.17;2.33;170.5;-2.3;0.38;-0.06;0.68;-0.32
21.7;5.51;207.13;-4.9;-2.51;-0.14;0.17;2.31;170.96;-2.28;0.36;-0.06;0.72;-0.31
21.69;5.66;207.69;-5.01;-2.63;-0.14;0.16;2.29;171.46;-2.26;0.34;-0.06;0.77;-0.31
21.68;5.81;208.23;-5.12;-2.75;-0.15;0.15;2.26;171.99;-2.24;0.32;-0.06;0.81;-0.3
21.67;5.97;208.74;-5.23;-2.87;-0.15;0.14;2.24;172.56;-2.22;0.29;-0.06;0.86;-0.3
21.66;6.12;209.23;-5.34;-2.99;-0.15;0.12;2.21;173.17;-2.2;0.26;-0.06;0.9;-0.3
21.65;6.29;209.69;-5.46;-3.11;-0.16;0.11;2.18;173.82;-2.17;0.24;-0.06;0.94;-0.29
21.64;6.45;210.13;-5.58;-3.24;-0.16;0.1;2.16;174.52;-2.15;0.21;-0.06;0.97;-0.29
21.63;6.61;210.55;-5.7;-3.36;-0.17;0.08;2.13;175.26;-2.12;0.18;-0.06;1.01;-0.28
21.62;6.78;210.93;-5.81;-3.48;-0.17;0.07;2.1;176.04;-2.09;0.14;-0.06;1.04;-0.28
21.61;6.94;211.3;-5.93;-3.61;-0.18;0.05;2.07;176.88;-2.06;0.11;-0.06;1.07;-0.27
21.6;7.11;211.64;-6.05;-3.73;-0.18;0.04;2.04;177.77;-2.04;0.08;-0.06;1.1;-0.27
21.59;7.27;211.96;-6.17;-3.85;-0.18;0.03;2.01;178.7;-2.01;0.05;-0.05;1.12;-0.26
21.58;7.44;212.26;-6.29;-3.97;-0.19;0.01;1.98;179.69;-1.98;0.01;-0.05;1.14;-0.26
21.57;7.6;212.54;-6.41;-4.09;-0.19;0;1.94;180.74;-1.94;-0.03;-0.05;1.16;-0.25
21.56;7.76;212.8;-6.52;-4.2;-0.2;-0.01;1.91;181.84;-1.91;-0.06;-0.05;1.18;-0.25
21.55;7.91;213.04;-6.63;-4.31;-0.2;-0.02;1.88;182.99;-1.88;-0.1;-0.05;1.2;-0.24
21.54;8.06;213.26;-6.74;-4.42;-0.2;-0.03;1.85;184.2;-1.85;-0.14;-0.05;1.21;-0.24
21.54;8.21;213.46;-6.85;-4.52;-0.21;-0.04;1.83;185.46;-1.82;-0.17;-0.05;1.22;-0.23
21.53;8.35;213.65;-6.95;-4.62;-0.21;-0.04;1.8;186.78;-1.78;-0.21;-0.05;1.23;-0.23
21.52;8.48;213.82;-7.05;-4.72;-0.21;-0.04;1.77;188.15;-1.75;-0.25;-0.05;1.24;-0.22
21.51;8.61;213.97;-7.14;-4.81;-0.22;-0.04;1.74;189.57;-1.72;-0.29;-0.05;1.25;-0.22
21.5;8.73;214.12;-7.23;-4.9;-0.22;-0.04;1.72;191.04;-1.69;-0.33;-0.05;1.25;-0.21
21.5;8.84;214.25;-7.31;-4.98;-0.22;-0.03;1.69;192.56;-1.65;-0.37;-0.05;1.26;-0.21
21.49;8.95;214.36;-7.39;-5.05;-0.23;-0.02;1.67;194.12;-1.62;-0.41;-0.05;1.26;-0.21
21.48;9.04;214.47;-7.46;-5.12;-0.23;-0.01;1.65;195.73;-1.58;-0.45;-0.04;1.26;-0.2
21.48;9.13;214.57;-7.52;-5.18;-0.23;0;1.62;197.38;-1.55;-0.49;-0.04;1.26;-0.2
21.47;9.2;214.65;-7.57;-5.23;-0.23;0.02;1.6;199.06;-1.52;-0.52;-0.04;1.27;-0.19
21.47;9.27;214.73;-7.62;-5.28;-0.23;0.04;1.58;200.79;-1.48;-0.56;-0.04;1.27;-0.19
21.46;9.32;214.8;-7.66;-5.32;-0.24;0.06;1.56;202.54;-1.44;-0.6;-0.04;1.27;-0.19
21.46;9.36;214.86;-7.68;-5.35;-0.24;0.09;1.54;204.33;-1.41;-0.64;-0.04;1.27;-0.18
21.45;9.39;214.92;-7.7;-5.38;-0.24;0.12;1.53;206.14;-1.37;-0.67;-0.04;1.27;-0.18
21.45;9.41;214.96;-7.71;-5.39;-0.24;0.15;1.51;207.99;-1.33;-0.71;-0.04;1.27;-0.18
21.44;9.41;215;-7.71;-5.4;-0.24;0.18;1.49;209.86;-1.29;-0.74;-0.04;1.27;-0.18
21.44;9.4;215.04;-7.7;-5.4;-0.24;0.22;1.47;211.77;-1.25;-0.77;-0.04;1.27;-0.17
21.44;9.38;215.07;-7.68;-5.39;-0.24;0.26;1.45;213.7;-1.21;-0.81;-0.04;1.27;-0.17
21.44;9.34;215.1;-7.64;-5.37;-0.24;0.3;1.43;215.67;-1.17;-0.84;-0.04;1.27;-0.17
21.43;9.29;215.12;-7.6;-5.34;-0.23;0.34;1.42;217.67;-1.12;-0.87;-0.04;1.27;-0.17
21.43;9.22;215.13;-7.54;-5.31;-0.23;0.39;1.4;219.72;-1.07;-0.89;-0.04;1.26;-0.16
21.43;9.14;215.14;-7.48;-5.26;-0.23;0.43;1.38;221.81;-1.03;-0.92;-0.04;1.26;-0.16
21.43;9.05;215.15;-7.4;-5.21;-0.23;0.48;1.36;223.95;-0.98;-0.94;-0.04;1.26;-0.16
21.43;8.93;215.16;-7.3;-5.15;-0.23;0.53;1.34;226.15;-0.93;-0.96;-0.04;1.26;-0.16
21.42;8.81;215.16;-7.2;-5.07;-0.22;0.59;1.32;228.41;-0.87;-0.98;-0.04;1.25;-0.16
21.42;8.67;215.16;-7.09;-4.99;-0.22;0.64;1.29;230.76;-0.82;-1;-0.04;1.24;-0.16
21.42;8.51;215.16;-6.96;-4.9;-0.21;0.69;1.27;233.18;-0.76;-1.02;-0.03;1.23;-0.15
21.42;8.35;215.16;-6.82;-4.81;-0.21;0.74;1.25;235.7;-0.7;-1.03;-0.03;1.22;-0.15
21.42;8.16;215.15;-6.67;-4.7;-0.21;0.8;1.22;238.32;-0.64;-1.04;-0.03;1.21;-0.15
21.42;7.97;215.14;-6.51;-4.59;-0.2;0.85;1.2;241.06;-0.58;-1.05;-0.03;1.19;-0.15
21.42;7.76;215.14;-6.34;-4.46;-0.2;0.9;1.17;243.92;-0.52;-1.05;-0.03;1.18;-0.15
21.42;7.53;215.13;-6.16;-4.34;-0.19;0.96;1.15;246.91;-0.45;-1.06;-0.03;1.15;-0.15
21.42;7.3;215.12;-5.97;-4.2;-0.18;1.01;1.12;250.05;-0.38;-1.06;-0.03;1.13;-0.15
21.42;7.05;215.11;-5.77;-4.06;-0.18;1.06;1.1;253.33;-0.32;-1.05;-0.03;1.1;-0.14
21.42;6.8;215.11;-5.56;-3.91;-0.17;1.1;1.08;256.76;-0.25;-1.05;-0.03;1.07;-0.14
21.42;6.53;215.1;-5.34;-3.75;-0.16;1.15;1.06;260.34;-0.18;-1.04;-0.03;1.03;-0.14
21.41;6.25;215.1;-5.12;-3.59;-0.16;1.19;1.04;264.07;-0.11;-1.03;-0.03;0.99;-0.14
21.41;5.97;215.1;-4.88;-3.43;-0.15;1.23;1.02;267.93;-0.04;-1.02;-0.03;0.94;-0.14
21.41;5.68;215.1;-4.64;-3.26;-0.14;1.27;1;271.9;0.03;-1;-0.03;0.89;-0.14
21.41;5.38;215.11;-4.4;-3.09;-0.14;1.3;0.99;275.98;0.1;-0.98;-0.03;0.83;-0.13
21.41;5.07;215.12;-4.15;-2.92;-0.13;1.33;0.98;280.12;0.17;-0.96;-0.03;0.77;-0.13
21.41;4.77;215.15;-3.9;-2.74;-0.12;1.36;0.97;284.3;0.24;-0.94;-0.03;0.7;-0.13
21.41;4.46;215.18;-3.64;-2.57;-0.11;1.38;0.96;288.49;0.31;-0.91;-0.03;0.63;-0.13
21.41;4.14;215.23;-3.38;-2.39;-0.1;1.39;0.96;292.65;0.37;-0.89;-0.03;0.55;-0.13
21.41;3.83;215.29;-3.13;-2.21;-0.1;1.4;0.96;296.75;0.43;-0.86;-0.03;0.47;-0.12
21.4;3.52;215.37;-2.87;-2.04;-0.1;1.41;0.96;300.76;0.49;-0.83;-0.03;0.39;-0.12
21.4;3.21;215.48;-2.61;-1.86;-0.09;1.41;0.96;304.64;0.55;-0.79;-0.03;0.3;-0.12
21.4;2.9;215.62;-2.36;-1.69;-0.08;1.4;0.97;308.4;0.6;-0.76;-0.03;0.2;-0.12
21.4;2.6;215.81;-2.11;-1.52;-0.07;1.39;0.97;312;0.65;-0.72;-0.03;0.1;-0.11
21.4;2.31;216.07;-1.86;-1.36;-0.06;1.37;0.97;315.43;0.69;-0.68;-0.03;0;-0.11
21.39;2.02;216.4;-1.63;-1.2;-0.06;1.35;0.97;318.71;0.73;-0.64;-0.03;-0.1;-0.11
21.39;1.74;216.85;-1.39;-1.04;-0.05;1.31;0.97;321.81;0.77;-0.6;-0.03;-0.21;-0.1
21.39;1.47;217.48;-1.17;-0.9;-0.04;1.28;0.97;324.76;0.79;-0.56;-0.03;-0.32;-0.1
21.39;1.22;218.37;-0.95;-0.75;-0.03;1.23;0.97;327.56;0.82;-0.52;-0.03;-0.43;-0.1
